UNITID,iheName,MSI_Flag,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,studentsRecipientsTotal,eligibleStudentsTotal,studentPortionDisbursedTotal,avgStudentAward,pct_eligible_who_received_aid_by_inst,pct_enrolled_who_received_aid_by_inst,pct_enrolled_who_were_eligible,pctPell,pct_received_who_are_pell,eligiblePellUG,eligibleNonPellUG,eligibleUG,receivedPellUG,receivedNonPellUG,receivedUG,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OPEID,SECTOR,ICLEVEL,CONTROL,INSTCAT,LANDGRNT,INSTSIZE,LOCALE,POSTSEC,LONGITUD,LATITUDE,FT_Previous_Cohort_2017,FT_Previous_Cohort_2018,FT_Previous_Cohort_2019,FT_Previous_Cohort_2020,FT_Previous_Cohort_2021,FT_Previous_Cohort_Adj_2017,FT_Previous_Cohort_Adj_2018,FT_Previous_Cohort_Adj_2019,FT_Previous_Cohort_Adj_2020,FT_Previous_Cohort_Adj_2021,FT_Retention_N_2017,FT_Retention_N_2018,FT_Retention_N_2019,FT_Retention_N_2020,FT_Retention_N_2021,FT_Retention_Rate_2017,FT_Retention_Rate_2018,FT_Retention_Rate_2019,FT_Retention_Rate_2020,FT_Retention_Rate_2021,New_Cohort_2017,New_Cohort_2018,New_Cohort_2019,New_Cohort_2020,New_Cohort_2021,New_UG_2017,New_UG_2018,New_UG_2019,New_UG_2020,New_UG_2021,PT_Previous_Cohort_2017,PT_Previous_Cohort_2018,PT_Previous_Cohort_2019,PT_Previous_Cohort_2020,PT_Previous_Cohort_2021,PT_Previous_Cohort_Adj_2017,PT_Previous_Cohort_Adj_2018,PT_Previous_Cohort_Adj_2019,PT_Previous_Cohort_Adj_2020,PT_Previous_Cohort_Adj_2021,PT_Retention_N_2017,PT_Retention_N_2018,PT_Retention_N_2019,PT_Retention_N_2020,PT_Retention_N_2021,PT_Retention_Rate_2017,PT_Retention_Rate_2018,PT_Retention_Rate_2019,PT_Retention_Rate_2020,PT_Retention_Rate_2021
490522,"ALLGOOD BEAUTY INSTITUTE, LLC",0,0,0,0,0,0,0,0,6,6,7920,1320,100,25,25,NA,NA,6,0,NA,6,0,NA,Allgood Beauty Institute,9741 Preston Road Suite 106,Frisco,TX,75033-4112,48,4267200,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",Suburb: Large,1,-96.804131,33.15731,6,0,8,13,5,6,0,8,13,5,6,0,4,1,5,100,NA,50,8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
226860,"WILLIAM EDGE INSTITUTE, LLC",0,0,0,0,0,0,0,0,27,27,11021.78,408.2140741,100,46.55172414,46.55172414,0.484,55.55555556,15,12,27,15,12,27,William Edge Institute,"651 North Business IH 35, Suite 330",New Braunfels,TX,78130-8216,48,849800,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Small,1,-98.100952,29.698282,14,7,17,13,15,14,7,17,13,15,11,5,16,11,14,79,71,94,85,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224828,"FORT WORTH BEAUTY SCHOOL, INC.",0,0,0,0,0,0,0,0,55,55,92287,1677.945455,100,47.4137931,47.4137931,0.682,NA,NA,NA,20,NA,NA,20,Fort Worth Beauty School,4760 Hwy 377 South,Benbrook,TX,76116,48,2306700,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-97.420695,32.82338,8,7,13,10,9,8,7,13,10,9,2,3,7,7,6,25,43,54,70,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,4,17,7,11,8,4,17,7,7,6,3,12,3,64,75,75,71,43
225432,UNIVERSITY OF HOUSTON - DOWNTOWN,1,0,0,0,0,0,1,0,5935,12683,4887155,823.4465038,46.79492234,33.56520756,71.72831128,0.642,65.32242724,7647,3676,11323,3434,1823,5257,University of Houston-Downtown,1 Main Street,Houston,TX,77002-1014,48,361200,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"10,000 - 19,999",City: Large,1,-95.359338,29.7661,829,856,973,1234,975,829,855,973,1234,975,599,611,713,831,625,72,71,73,67,64,856,973,1234,975,1137,2890,3264,3765,4128,3424,110,111,95,233,516,110,111,95,233,516,59,67,46,129,239,54,60,48,55,46
225414,UNIVERSITY OF HOUSTON-CLEAR LAKE,1,0,0,0,0,0,1,0,3485,5216,2892672,830.0350072,66.81365031,31.70487627,47.45269287,0.373,76.28865979,2901,1247,4148,2146,667,2813,University of Houston-Clear Lake,2700 Bay Area Blvd,Houston,TX,77058-1002,48,1171100,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"5,000 - 9,999",Suburb: Large,1,-95.098129,29.582523,227,234,246,265,282,227,234,246,265,282,168,173,198,204,208,74,74,80,77,74,234,246,265,282,263,1465,1670,1599,1492,1664,39,46,59,71,81,39,46,59,71,81,20,32,39,42,48,51,70,66,59,59
223852,CHARLES & SUE'S SCHOOL OF HAIR DESIGN,0,0,0,0,0,0,0,0,37,37,54764,1480.108108,100,94.87179487,94.87179487,0.978,64.86486486,24,13,37,24,13,37,Charles and Sues School of Hair Design,1711 Briarcrest Dr,Bryan,TX,77802,48,1293000,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Small,1,-96.340102,30.6528,7,16,8,8,11,7,16,8,8,11,6,14,8,7,10,86,88,100,88,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227182,LONE STAR COLLEGE SYSTEM,1,0,0,0,0,0,1,0,18065,18065,14411628,797.7651813,100,16.46133659,16.46133659,0.429,93.76695267,16939,1126,18065,16939,1126,18065,Lone Star College System,5000 Research Forest Drive,The Woodlands,TX,77381-4399,48,1114500,"Public, 4-year or above",Four or more years,Public,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"20,000 and above",City: Small,1,-95.488103,30.18737,6391,6486,6344,6919,0,6391,6486,6344,6919,0,4273,3501,3337,3337,0,67,54,53,48,NA,6486,6344,6919,6209,6630,25310,29998,26198,22633,24143,6727,5888,6200,5377,0,6727,5888,6200,5377,0,3533,2440,2822,2822,0,53,41,46,52,NA
229115,TEXAS TECH UNIVERSITY,1,0,0,0,0,0,1,0,14789,22849,13713719,927.2918385,64.72493326,35.93662673,55.52207615,0.246,35.10481252,7781,12093,19874,4756,8792,13548,Texas Tech University,Broadway and University Avenue,Lubbock,TX,79409-5005,48,364400,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"20,000 and above",City: Large,1,-101.874783,33.583448,4690,5784,6083,6033,6357,4688,5783,6079,6033,6354,3945,4913,5274,5278,5407,84,85,87,87,85,5784,6083,6048,6357,6490,8790,9731,9505,9976,9647,72,99,88,91,147,71,99,88,91,147,45,60,49,59,84,63,61,56,65,57
227429,PAUL QINN COLLEGE,1,1,0,0,0,0,0,0,429,429,581860,1356.317016,100,55.42635659,55.42635659,0.852,82.98368298,356,73,429,356,73,429,Paul Quinn College,3837 Simpson Stuart Rd,Dallas,TX,75241,48,360200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",City: Large,1,-96.755778,32.678837,103,105,122,146,54,103,105,122,146,54,64,71,70,82,38,62,68,57,56,70,148,134,146,60,57,223,178,209,93,86,2,2,6,1,1,2,2,6,1,1,2,2,2,1,1,100,100,33,100,100
488110,NATURAL IMAGES BEAUTY SCHOOL LLC,0,0,0,0,0,0,0,0,27,27,62350.34,2309.271852,100,32.53012048,32.53012048,0.776,NA,NA,NA,27,0,0,0,Natural Images Beauty College,236 Old Angleton Road,Clute,TX,77531-3603,48,4245800,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",Suburb: Small,1,-95.400805,29.026275,9,7,9,12,19,9,7,9,12,19,3,3,5,7,12,33,43,56,58,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,9,3,NA,2,8,9,3,NA,2,5,4,1,NA,100,63,44,33
413945,ROFFLER ENTERPRISES OF GEORGIA INC,0,0,0,0,0,0,0,0,69,69,73987,1072.275362,100,60,60,0.707,76.8115942,53,16,69,53,16,69,Toni & Guy Hairdressing Academy-Atlanta,"1355 Roswell Rd, Suite 150",Marietta,GA,30062,13,2321400,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Small,1,-84.51407,33.952158,23,12,16,16,7,23,12,16,16,7,18,8,12,9,6,78,67,75,56,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225885,JARVIS CHRISTIAN COLLEGE,1,1,0,0,0,0,0,0,598,611,1979520,3310.234114,97.87234043,53.87387387,55.04504505,0.956,NA,NA,NA,611,NA,NA,598,Jarvis Christian College,"PR 7631, Hwy 80 E",Hawkins,TX,75765-1470,48,363700,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",Rural: Distant,1,-95.181513,32.587942,269,257,349,88,103,269,257,349,88,103,112,147,164,47,38,42,57,47,53,37,258,349,202,103,118,370,415,291,149,178,1,NA,0,NA,1,1,NA,0,NA,1,1,NA,0,NA,1,100,NA,NA,NA,100
229063,TEXAS SOUTHRN UNIVERSITY,1,1,0,0,0,0,0,0,5897,8199,10024900,1700,71.92340529,53.7116313,74.67893251,0.777,82.07605344,5641,1299,6940,3993,872,4865,Texas Southern University,3100 Cleburne St,Houston,TX,77004,48,364200,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"5,000 - 9,999",City: Large,1,-95.361113,29.721046,1219,1755,1503,1370,638,1219,1755,1503,1370,638,700,948,792,694,435,57,54,53,51,68,1755,1503,1370,638,1272,3042,2349,2175,1052,1774,41,220,104,105,86,41,220,104,105,86,12,35,15,14,17,29,16,14,13,20
227757,WILLIAM MARSH RICE UNIVERSITY,0,0,0,0,0,0,0,0,2774,2774,1858100,669.8269647,100,36.78069478,36.78069478,0.149,38.81987578,625,985,1610,625,985,1610,Rice University,6100 S Main St,Houston,TX,77005-1827,48,360400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"5,000 - 9,999",City: Large,1,-95.402035,29.717897,977,1046,956,961,993,975,1044,954,959,991,942,1017,932,927,962,97,97,98,97,97,1046,956,961,993,1217,1105,1024,1014,1071,1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227298,THE OCEAN CORPORATION,0,0,0,0,0,0,0,0,120,154,101502.03,845.85025,77.92207792,39.6039604,50.82508251,0.589,74.16666667,115,39,154,89,31,120,Ocean Corporation,10840 Rockley Rd,Houston,TX,77099,48,2600200,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-95.57034,29.665467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227863,UNIVERSITY OF SAINT THOMAS,1,0,0,0,0,1,1,0,556,2974,1984472,3569.194245,18.69535978,14.29305913,76.45244216,0.448,72.61904762,1115,969,2084,305,115,420,University of St Thomas,3800 Montrose Blvd,Houston,TX,77006-4696,48,365400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-95.393102,29.736438,272,290,350,336,393,272,290,350,336,393,231,239,294,280,288,85,82,84,83,73,290,350,336,393,436,535,614,650,734,791,5,5,5,7,8,5,5,5,7,8,2,2,3,6,2,40,40,60,86,25
223223,BAYLOR COLLEGE OF MEDICINE,0,0,0,0,0,0,0,0,415,475,250174.55,602.830241,87.36842105,25.18203883,28.82281553,NA,NA,0,0,0,0,0,0,Baylor College of Medicine,One Baylor Plaza,Houston,TX,77030-3498,48,494900,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, graduate with no undergraduate degrees",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-95.395743,29.7106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243823,PARKER UNIVERSITY,0,0,0,0,0,0,0,0,669,1316,421119,629.4753363,50.83586626,33.61809045,66.13065327,0.817,NA,109,193,302,39,NA,NA,Parker University,2540 Walnut Hill Lane,Dallas,TX,75229-5668,48,2305300,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-96.893564,32.880335,35,51,127,36,35,35,51,127,36,35,28,39,100,27,29,80,76,79,75,83,51,127,36,35,41,178,201,194,142,228,3,6,13,5,6,3,6,13,5,6,0,6,7,3,4,0,100,54,60,67
223056,"BALDWIN BEAUTY SCHOOLS, INC.",0,0,0,0,0,0,0,0,70,136,90200,1288.571429,51.47058824,66.03773585,128.3018868,0.598,72.85714286,84,52,136,51,19,70,Baldwin Beauty School-South Austin,3005 S Lamar,Austin,TX,78704-4785,48,1226800,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-97.783062,30.241662,68,74,74,36,27,68,74,74,36,27,52,66,56,31,20,76,89,76,86,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420398,NORTHWEST VISTA COLLEGE,1,0,0,0,0,0,1,0,4300,8733,3097859,720.4323256,49.23852055,17.36111111,35.25920543,0.463,NA,5933,2800,NA,4073,227,NA,Northwest Vista College,3535 N. Ellison Drive,San Antonio,TX,78251,48,3372300,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"10,000 - 19,999",City: Large,1,-98.70513,29.471308,1227,1282,1307,1897,1273,1227,1282,1307,1897,1273,854,849,890,1170,844,70,66,68,62,66,1282,1307,1897,1273,1059,3523,3584,4478,3665,3704,1464,1305,1397,1354,1605,1464,1305,1397,1354,1605,739,666,716,599,666,50,51,51,44,41
482981,ACBC LLC,0,0,0,0,0,0,0,0,48,138,31750,661.4583333,34.7826087,19.59183673,56.32653061,0.886,NA,82,NA,NA,0,0,0,Alamo City Barber College,8910 Bandera Road Suite 209,San Antonio,TX,78250-3227,48,4231900,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-98.639532,29.52717,24,19,22,25,17,23,19,22,25,17,21,17,17,11,6,91,89,77,44,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,0,12,6,0,NA,0,12,5,0,NA,0,3,83,NA,NA,NA,25
224323,UNIVERSITY OF DALLAS,0,0,0,0,0,0,0,0,438,1874,637950,1456.506849,23.37246531,15.36303052,65.73132234,0.239,NA,461,900,1361,NA,NA,324,University of Dallas,1845 E Northgate Drive,Irving,TX,75062-4736,48,365100,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Midsize,1,-96.919512,32.846221,371,419,376,382,379,371,419,376,382,379,315,333,321,308,308,85,79,85,81,81,419,376,382,379,476,460,423,428,428,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229540,VICTORIA COUNTY JUNIOR COLLEGE DISTRICT (VICTORIA COLLEGE),1,0,0,0,0,0,1,0,467,1314,919000,1967.880086,35.54033486,9.362469928,26.34322374,0.464,60.8137045,942,372,1314,284,183,467,Victoria College,2200 E Red River,Victoria,TX,77901,48,366200,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",City: Small,1,-96.979226,28.816446,395,320,400,417,315,395,320,400,417,315,253,222,235,258,182,64,69,59,62,58,320,385,417,315,246,1131,1289,1338,1014,1171,370,313,305,296,250,369,312,305,296,250,188,148,157,130,110,51,47,51,44,44
224110,NORTH CENTRAL TEXAS COLLEGE,1,0,0,0,0,0,1,0,2992,8816,2185217,730.3532754,33.93829401,19.7713606,58.2567898,0.382,65.44117647,2831,5985,8816,1958,1034,2992,North Central Texas College,1525 W California Street,Gainesville,TX,76240-4699,48,355800,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",Town: Distant,1,-97.1658,33.6188,772,753,955,687,520,772,752,955,687,520,489,417,525,387,345,63,55,55,56,66,753,917,687,520,564,3849,3852,3705,2927,3672,1866,2176,583,721,609,1866,2176,583,721,609,982,1005,265,320,325,53,46,45,44,53
227687,RANGER COLLEGE,1,0,0,0,0,0,1,0,331,356,457700,1382.779456,92.97752809,9.358213175,10.06502686,0.475,81.87311178,281,75,356,271,60,331,Ranger College,1100 College Circle,Ranger,TX,76470,48,360300,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",Rural: Distant,1,-98.685215,32.456773,324,387,336,260,296,324,387,336,260,296,158,174,150,148,120,49,45,45,57,41,387,336,260,296,233,1229,1193,914,908,1106,611,629,575,401,453,611,629,575,401,453,305,357,274,223,315,50,57,48,56,70
481401,GRACE SCHOOL OF THEOLOGY,0,0,0,0,0,0,0,0,7,15,32732,4676,46.66666667,0.879396985,1.884422111,NA,NA,NA,NA,NA,NA,NA,NA,Grace School of Theology,3705 College Park Dr Ste 140,Conroe,TX,77384-4894,48,4215400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",City: Small,1,-95.472493,30.205731,0,0,2,0,2,0,0,2,0,2,0,0,2,0,1,NA,NA,100,NA,50,NA,2,NA,3,5,NA,60,NA,23,37,20,20,37,11,5,20,20,37,11,5,14,10,17,8,2,70,50,46,73,40
224961,GALVESTON COLLEGE,1,0,0,0,0,0,1,0,494,494,606113,1226.949393,100,14.54652532,14.54652532,0.438,82.59109312,408,86,494,408,86,494,Galveston College,4015 Ave Q,Galveston,TX,77550-7496,48,497200,"Public, 4-year or above",Four or more years,Public,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",Town: Fringe,1,-94.807686,29.284735,129,127,0,0,0,129,127,0,0,0,69,75,0,0,0,53,59,NA,NA,NA,127,151,247,183,170,732,901,579,497,439,122,124,111,0,0,122,124,111,0,0,67,72,57,0,0,55,58,51,NA,NA
224350,DEL MAR COLLEGE DISTRICT,1,0,0,0,0,0,1,0,6572,11403,1877015,285.6078819,57.63395598,40.40826365,70.11190359,0.572,37.4771759,3935,7468,11403,2463,4109,6572,Del Mar College,101 Baldwin Blvd.,Corpus Christi,TX,78404-3897,48,356300,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"10,000 - 19,999",City: Large,1,-97.40762,27.763619,560,491,524,505,234,560,491,524,505,234,350,274,323,254,125,63,56,62,50,53,491,505,505,234,295,1768,1946,1705,1088,1145,757,718,753,651,488,757,718,753,651,488,382,365,380,283,245,50,51,50,43,50
228769,THE UNIVERSITY OF TEXAS AT ARLINGTON,1,0,0,0,0,1,1,0,10780,27041,13559500,1257.83859,39.86538959,17.95619222,45.0420588,0.439,71.52749491,13802,9380,23182,7024,2796,9820,The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,48,365600,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"20,000 and above",City: Large,1,-97.11296,32.729718,2893,3158,3400,3596,3707,2893,3158,3400,3596,3707,2049,2323,2538,2719,2633,71,74,75,76,71,3158,3400,3596,3707,4010,9298,9560,9696,9251,9358,161,210,172,111,193,161,210,172,111,193,88,125,117,71,86,55,60,68,64,45
225247,HARDIN-SIMMONS UNIVERISTY,0,0,0,0,0,0,0,0,1445,1445,966329.3,668.74,100,56.55577299,56.55577299,0.356,45.27845036,561,678,1239,561,678,1239,Hardin-Simmons University,2200 Hickory,Abilene,TX,79698-0001,48,357100,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Midsize,1,-99.73564,32.476434,392,454,480,479,450,392,454,480,479,450,293,307,320,311,282,75,68,67,65,63,454,480,479,450,388,615,620,605,548,483,0,3,4,0,4,0,3,4,0,4,0,2,3,0,3,NA,67,75,NA,75
229814,WEST TEXAS A&M UNIVERSITY,1,0,0,0,0,0,1,0,3790,13284,1745680,460.6015831,28.53056308,31.91578947,111.8652632,0.368,59.43930808,6287,5060,11347,1993,1360,3353,West Texas A & M University,2501 4th Ave,Canyon,TX,79016-0001,48,366500,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"10,000 - 19,999",Town: Fringe,1,-101.914736,34.982789,1304,1228,1170,1216,1216,1304,1228,1170,1216,1216,834,824,800,997,700,64,67,68,82,58,1228,1170,1299,1216,1244,2267,2231,2328,2278,2324,26,17,35,36,38,26,17,35,36,38,13,9,17,16,18,50,53,49,44,47
223524,DALLAS COUNTY COMMUNITY COLLEGE DBA BROOKHAVEN COLLEGE,NA,NA,NA,NA,NA,NA,NA,NA,4937,44811,6806225,1378.615556,11.01738412,19.24081219,174.640477,0.344,NA,23040,21771,NA,4804,133,NA,Brookhaven College,3939 Valley View Ln,Farmers Branch,TX,75244-4997,48,2100200,"Public, 2-year",At least 2 but less than 4 years,Public,Not applicable,Not a Land Grant Institution,Not applicable,Suburb: Large,1,-96.850152,32.928231,393,314,267,NA,NA,393,314,267,NA,NA,229,199,160,NA,NA,58,63,60,NA,NA,314,267,358,NA,NA,6430,6431,6370,NA,NA,659,907,892,NA,NA,659,907,892,NA,NA,249,417,363,NA,NA,38,46,41,NA,NA
226383,LUBBOCK CHRISTIAN UNIVERSITY,0,0,0,0,0,0,0,0,897,1568,713455,795.3790412,57.20663265,43.04222649,75.23992322,0.35,84.61538462,1265,303,1568,759,138,897,Lubbock Christian University,5601 19th Street,Lubbock,TX,79407-2099,48,358600,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-101.934426,33.575973,320,309,293,279,276,320,309,293,279,279,220,214,208,191,194,69,69,71,68,70,309,293,279,276,308,537,472,576,532,557,0,1,1,3,4,0,1,1,3,4,0,1,1,0,3,NA,100,100,0,75
228158,SOUTH PLAINS COLLEGE,1,0,0,0,0,0,1,0,2220,6000,2583153,1163.582432,37,18.00194616,48.65390853,0.643,69.32432432,3420,2580,6000,1539,681,2220,South Plains College,1401 S. College Ave,Levelland,TX,79336,48,361100,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",Town: Distant,1,-102.365075,33.575904,1277,1349,1485,1253,1020,1277,1349,1485,1253,1020,709,619,513,503,453,56,46,35,40,44,1342,1570,1253,1020,1120,3406,3329,3101,2925,2942,332,359,524,582,316,332,359,524,582,316,141,161,353,104,95,42,45,67,18,30
227845,SAINT EDWARD'S UNIVERSITY INC,1,0,0,0,0,0,1,0,747,2753,2014736,2697.103079,27.1340356,15.95472021,58.79965827,0.413,67.98866856,1199,1181,2380,480,226,706,Saint Edward's University,3001 S Congress Ave,Austin,TX,78704-6489,48,362100,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-97.754998,30.229618,863,790,803,695,594,863,790,802,695,594,689,622,640,503,453,80,79,80,72,76,790,803,695,594,609,1067,1077,936,785,846,1,3,1,2,1,1,3,1,2,1,0,0,1,2,1,0,0,100,100,100
226204,LEE COLLEGE,1,0,0,0,0,0,1,0,1216,3804,1528552,1257.032895,31.96635121,11.26030188,35.22548384,0.301,62.41776316,2065,1739,3804,759,457,1216,Lee College,511 S Whiting,Baytown,TX,77520,48,358300,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",City: Small,1,-94.978184,29.732505,356,405,396,345,505,356,405,396,345,503,250,282,288,257,111,70,70,73,74,22,387,396,345,503,299,1620,1504,1489,1282,1280,794,914,811,875,577,794,914,811,875,576,469,513,460,478,89,59,56,57,55,15
439701,THE KING'S UNIVERSITY,0,0,0,0,0,0,0,0,73,425,137375,1881.849315,17.17647059,9.617918314,55.99472991,0.275,63.63636364,167,92,259,21,12,33,The King's University,2121 E. Southlake Boulevard,Southlake,TX,76092,48,3516300,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",Suburb: Large,1,-97.121526,32.93973,15,15,16,18,8,15,15,16,18,8,12,11,11,11,3,80,73,69,61,38,15,18,19,10,10,103,86,85,94,57,2,7,1,1,9,2,7,1,1,9,0,4,0,0,3,0,57,0,0,33
229799,WEATHERFORD COLLEGE,0,0,0,0,0,0,0,0,1248,1500,1272248,1019.429487,83.2,17.84386617,21.44695453,0.385,63.06089744,950,550,1500,787,461,1248,Weatherford College,225 College Park Drive,Weatherford,TX,76086-5699,48,366400,"Public, 4-year or above",Four or more years,Public,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"5,000 - 9,999",Town: Fringe,1,-97.792629,32.74133,837,876,755,0,0,837,876,755,0,0,502,488,438,0,0,60,56,58,NA,NA,876,754,637,484,535,2389,2360,2190,2061,2841,274,256,319,0,0,274,256,319,0,0,134,108,147,0,0,49,42,46,NA,NA
