UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
230010,"A",,"A",,"A",,"R",85,"R",1,"R",0,"R",84,"R",50,"R",60,"R",137,"R",1,"R",0,"R",136,"R",107,"R",79,"R",16
230038,"R",5352,"R",6083,"R",88,"R",5162,"R",1962,"Z",0,"R",3200,"R",2881,"R",90,"R",84,"R",18,"R",0,"R",66,"R",54,"R",82,"R",20
230047,"R",607,"R",908,"R",67,"R",436,"R",108,"R",0,"R",328,"R",202,"R",62,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",17
230056,"R",13,"R",51,"R",25,"R",3,"Z",0,"Z",0,"R",3,"R",2,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
230065,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",7,"R",0,"R",0,"R",7,"R",4,"R",57,"R",10
230135,"A",,"A",,"A",,"R",23,"R",2,"R",0,"R",21,"R",20,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
230144,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
230162,"A",,"A",,"A",,"R",121,"R",0,"Z",0,"R",121,"R",89,"R",74,"R",191,"R",1,"Z",0,"R",190,"R",96,"R",51,"R",10
230171,"R",2045,"R",4219,"R",48,"R",1207,"R",68,"Z",0,"R",1139,"R",637,"R",56,"R",141,"R",3,"Z",0,"R",138,"R",41,"R",30,"R",22
230199,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",2,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
230205,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",8,"R",89,"R",9,"R",0,"R",0,"R",9,"R",8,"R",89,"R",20
230214,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",11,"R",73,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",15
230366,"R",27,"R",93,"R",29,"R",13,"R",0,"R",0,"R",13,"R",8,"R",62,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",11
230418,"R",380,"R",740,"R",51,"R",395,"R",5,"R",0,"R",390,"R",192,"R",49,"R",118,"R",0,"R",0,"R",118,"R",42,"R",36,"R",21
230490,"A",,"A",,"A",,"R",48,"R",6,"R",0,"R",42,"R",22,"R",52,"R",145,"R",11,"R",0,"R",134,"R",55,"R",41,"R",11
230597,"R",1453,"R",3083,"R",47,"R",1400,"R",350,"R",0,"R",1050,"R",675,"R",64,"R",106,"R",25,"R",0,"R",81,"R",21,"R",26,"R",20
230603,"R",1841,"R",3037,"R",61,"R",1420,"R",199,"R",0,"R",1221,"R",868,"R",71,"R",37,"R",5,"R",0,"R",32,"R",12,"R",38,"R",19
230621,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",3,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
230630,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
230676,"A",,"A",,"A",,"R",31,"R",0,"R",0,"R",31,"R",22,"R",71,"R",26,"R",0,"R",0,"R",26,"R",17,"R",65,"R",7
230728,"R",3936,"R",5832,"R",67,"R",3533,"R",558,"R",0,"R",2975,"R",2050,"R",69,"R",252,"R",24,"R",0,"R",228,"R",112,"R",49,"R",20
230737,"R",3045,"R",6237,"R",49,"R",1711,"R",269,"R",0,"R",1442,"R",946,"R",66,"R",486,"R",52,"R",0,"R",434,"R",182,"R",42,"R",25
230746,"R",2064,"R",6820,"R",30,"R",2086,"R",1,"Z",0,"R",2085,"R",1237,"R",59,"R",2217,"R",1,"Z",0,"R",2216,"R",975,"R",44,"R",22
230764,"R",3853,"R",6566,"R",59,"R",3319,"R",398,"R",0,"R",2921,"R",2643,"R",90,"R",282,"R",34,"Z",0,"R",248,"R",157,"R",63,"R",16
230782,"R",2321,"R",10841,"R",21,"R",1398,"R",110,"Z",0,"R",1288,"R",831,"R",65,"R",386,"R",13,"Z",0,"R",373,"R",164,"R",44,"R",21
230807,"R",366,"R",528,"R",69,"R",427,"R",7,"R",0,"R",420,"R",338,"R",80,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",9
230816,"R",219,"R",268,"R",82,"R",196,"R",0,"R",0,"R",196,"R",153,"R",78,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",10
230834,"R",372,"R",490,"R",76,"R",487,"R",0,"R",0,"R",487,"R",340,"R",70,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",15
230852,"R",586,"R",847,"R",69,"R",636,"R",0,"R",0,"R",636,"R",501,"R",79,"R",10,"R",0,"R",0,"R",10,"R",3,"R",30,"R",15
230861,"R",212,"R",1175,"R",18,"R",150,"R",0,"R",0,"R",150,"R",90,"R",60,"R",410,"R",0,"R",0,"R",410,"R",211,"R",51,"R",12
230889,"R",4,"R",62,"R",6,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
230898,"R",111,"R",158,"R",70,"R",125,"R",0,"R",0,"R",125,"R",93,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
230913,"R",213,"R",406,"R",52,"R",209,"R",0,"R",0,"R",209,"R",133,"R",64,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",14
230931,"R",204,"R",284,"R",72,"R",264,"R",0,"R",0,"R",264,"R",166,"R",63,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",14
230940,"R",28,"R",41,"R",68,"R",54,"R",0,"R",0,"R",54,"R",44,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
230959,"R",635,"R",661,"R",96,"R",606,"R",0,"R",0,"R",606,"R",581,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
230977,"A",,"A",,"A",,"R",28,"Z",0,"Z",0,"R",28,"R",23,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
230995,"R",681,"R",945,"R",72,"R",797,"R",0,"R",0,"R",797,"R",632,"R",79,"R",2,"Z",0,"Z",0,"R",2,"R",1,"R",50,"R",13
231004,"A",,"A",,"A",,"R",28,"R",0,"R",0,"R",28,"R",12,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
231059,"R",408,"R",458,"R",89,"R",458,"R",0,"R",0,"R",458,"R",378,"R",83,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",13
231077,"R",67,"R",101,"R",66,"R",52,"R",0,"R",0,"R",52,"R",27,"R",52,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",9
231086,"R",84,"R",127,"R",66,"R",76,"R",0,"R",0,"R",76,"R",49,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
231095,"R",28,"R",74,"R",38,"R",27,"R",0,"R",0,"R",27,"R",18,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
231165,"R",213,"R",505,"R",42,"R",220,"R",0,"R",0,"R",220,"R",146,"R",66,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",10
231174,"R",2622,"R",3408,"R",77,"R",2484,"R",1,"R",0,"R",2483,"R",2143,"R",86,"R",12,"R",0,"R",0,"R",12,"R",9,"R",75,"R",16
231280,"A",,"A",,"A",,"R",44,"R",0,"R",0,"R",44,"R",17,"R",39,"R",14,"R",0,"R",0,"R",14,"R",8,"R",57,"R",7
231411,"R",169,"R",169,"R",100,"R",157,"R",1,"R",0,"R",156,"R",117,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
231420,"R",280,"R",361,"R",78,"R",236,"R",0,"R",0,"R",236,"R",147,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
231536,"R",468,"R",1157,"R",40,"R",456,"R",0,"R",0,"R",456,"R",300,"R",66,"R",340,"R",0,"R",0,"R",340,"R",146,"R",43,"R",21
231554,"R",208,"R",374,"R",56,"R",179,"R",1,"R",0,"R",178,"R",92,"R",52,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
231581,"R",534,"R",595,"R",90,"R",600,"R",0,"R",0,"R",600,"R",447,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
231624,"R",1529,"R",1700,"R",90,"R",1504,"R",2,"Z",0,"R",1502,"R",1426,"R",95,"R",3,"R",0,"Z",0,"R",3,"R",3,"R",100,"R",11
231651,"R",294,"R",1725,"R",17,"R",267,"R",0,"R",0,"R",267,"R",208,"R",78,"R",55,"R",0,"R",0,"R",55,"R",13,"R",24,"R",42
231688,"A",,"A",,"A",,"R",10,"Z",0,"Z",0,"R",10,"R",7,"R",70,"R",4,"Z",0,"Z",0,"R",4,"R",3,"R",75,"R",7
231697,"R",343,"R",919,"R",37,"R",449,"R",0,"R",0,"R",449,"R",289,"R",64,"R",362,"R",0,"R",0,"R",362,"R",157,"R",43,"R",19
231712,"R",1293,"R",1437,"R",90,"R",1228,"R",2,"R",0,"R",1226,"R",1081,"R",88,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
231721,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"R",18
231785,"R",58,"R",166,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
231828,"R",39,"R",239,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
231837,"R",64,"R",282,"R",23,"R",40,"R",0,"R",0,"R",40,"R",27,"R",68,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",8
231873,"R",136,"R",242,"R",56,"R",154,"R",0,"R",0,"R",154,"R",100,"R",65,"R",34,"R",0,"R",0,"R",34,"R",9,"R",26,"R",19
231882,"R",308,"R",562,"R",55,"R",355,"R",0,"R",0,"R",355,"R",222,"R",63,"R",131,"R",0,"R",0,"R",131,"R",48,"R",37,"R",22
232016,"R",5,"R",5,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
232025,"R",253,"R",325,"R",78,"R",284,"R",0,"R",0,"R",284,"R",216,"R",76,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
232043,"R",189,"R",292,"R",65,"R",222,"R",0,"R",0,"R",222,"R",176,"R",79,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",9
232052,"R",52,"R",128,"R",41,"R",66,"R",0,"R",0,"R",66,"R",37,"R",56,"R",63,"R",0,"R",0,"R",63,"R",32,"R",51,"R",14
232089,"R",359,"R",420,"R",85,"R",451,"R",0,"R",0,"R",451,"R",217,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
232186,"R",3442,"R",6686,"R",51,"R",3175,"R",2,"R",0,"R",3173,"R",2787,"R",88,"R",39,"R",0,"R",0,"R",39,"R",29,"R",74,"R",16
232195,"R",649,"R",1667,"R",39,"R",703,"R",0,"R",0,"R",703,"R",492,"R",70,"R",525,"R",0,"R",0,"R",525,"R",274,"R",52,"R",22
232256,"R",312,"R",326,"R",96,"R",283,"R",1,"R",0,"R",282,"R",236,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
232265,"R",1015,"R",1146,"R",89,"R",1263,"R",0,"R",0,"R",1263,"R",979,"R",78,"R",15,"R",0,"R",0,"R",15,"R",4,"R",27,"R",13
232308,"R",155,"R",190,"R",82,"R",224,"R",0,"R",1,"R",225,"R",174,"R",77,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
232414,"R",502,"R",1989,"R",25,"R",628,"R",0,"R",0,"R",628,"R",397,"R",63,"R",754,"R",0,"R",0,"R",754,"R",307,"R",41,"R",18
232423,"R",4665,"R",5556,"R",84,"R",4501,"R",0,"R",0,"R",4501,"R",4063,"R",90,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",16
232450,"R",922,"R",2184,"R",42,"R",752,"R",0,"R",0,"R",752,"R",470,"R",63,"R",565,"R",0,"R",0,"R",565,"R",271,"R",48,"R",25
232557,"R",3413,"R",9494,"R",36,"R",3201,"R",0,"Z",0,"R",3201,"R",2686,"R",84,"R",338,"R",0,"Z",0,"R",338,"R",131,"R",39,"R",18
232566,"R",1016,"R",1345,"R",76,"R",901,"R",5,"R",0,"R",896,"R",723,"R",81,"R",28,"R",0,"R",0,"R",28,"R",15,"R",54,"R",14
232575,"R",581,"R",1442,"R",40,"R",603,"R",0,"R",0,"R",603,"R",416,"R",69,"R",502,"R",0,"R",0,"R",502,"R",214,"R",43,"R",23
232609,"R",542,"R",635,"R",85,"R",521,"R",0,"R",0,"R",521,"R",391,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
232618,"R",15,"R",100,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
232672,"R",106,"R",279,"R",38,"R",226,"R",0,"R",0,"R",226,"R",146,"R",65,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",9
232681,"R",932,"R",1316,"R",71,"R",935,"R",0,"R",0,"R",935,"R",783,"R",84,"R",37,"R",0,"R",0,"R",37,"R",28,"R",76,"R",14
232706,"R",401,"R",631,"R",64,"R",439,"R",0,"R",0,"R",439,"R",344,"R",78,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",13
232724,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
232788,"R",344,"R",552,"R",62,"R",343,"R",0,"R",0,"R",343,"R",218,"R",64,"R",82,"R",0,"R",0,"R",82,"R",31,"R",38,"R",24
232797,"R",57,"R",254,"R",22,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
232867,"R",520,"R",946,"R",55,"R",502,"R",0,"R",0,"R",502,"R",337,"R",67,"R",149,"R",0,"R",0,"R",149,"R",68,"R",46,"R",33
232885,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
232919,"A",,"A",,"A",,"R",65,"R",0,"R",0,"R",65,"R",46,"R",71,"R",16,"R",0,"R",0,"R",16,"R",2,"R",13,"R",18
232937,"R",1010,"R",1511,"R",67,"R",1011,"R",0,"R",0,"R",1011,"R",720,"R",71,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
232946,"R",5505,"R",11080,"R",50,"R",5793,"R",0,"R",0,"R",5793,"R",4245,"R",73,"R",3091,"R",0,"R",0,"R",3091,"R",1607,"R",52,"R",26
232982,"R",2916,"R",5042,"R",58,"R",2727,"R",48,"R",0,"R",2679,"R",2134,"R",80,"R",30,"R",0,"R",0,"R",30,"R",15,"R",50,"R",18
233019,"R",325,"R",555,"R",59,"R",318,"R",0,"R",0,"R",318,"R",198,"R",62,"R",97,"R",0,"R",0,"R",97,"R",30,"R",31,"R",20
233037,"R",98,"R",263,"R",37,"R",82,"R",0,"R",0,"R",82,"R",49,"R",60,"R",58,"R",0,"R",0,"R",58,"R",20,"R",34,"R",17
233082,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",3
233091,"R",23,"R",48,"R",48,"R",58,"Z",0,"Z",0,"R",58,"R",16,"R",28,"R",10,"Z",0,"Z",0,"R",10,"R",2,"R",20,"R",9
233116,"R",397,"R",1054,"R",38,"R",359,"R",0,"R",0,"R",359,"R",248,"R",69,"R",298,"R",0,"R",0,"R",298,"R",148,"R",50,"R",20
233277,"R",1845,"R",2535,"R",73,"R",1747,"R",2,"R",0,"R",1745,"R",1321,"R",76,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",16
233286,"A",,"A",,"A",,"R",61,"R",0,"R",0,"R",61,"R",46,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
233295,"R",374,"R",424,"R",88,"R",396,"R",0,"R",0,"R",396,"R",332,"R",84,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
233301,"R",202,"R",241,"R",84,"R",187,"R",0,"R",0,"R",187,"R",125,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
233310,"R",184,"R",510,"R",36,"R",183,"R",0,"R",0,"R",183,"R",109,"R",60,"R",205,"R",0,"R",0,"R",205,"R",97,"R",47,"R",21
233329,"A",,"A",,"A",,"R",69,"Z",0,"Z",0,"R",69,"R",35,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
233338,"R",373,"R",484,"R",77,"R",481,"R",0,"R",0,"R",481,"R",236,"R",49,"R",22,"R",0,"R",0,"R",22,"R",8,"R",36,"R",30
233356,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
233374,"R",799,"R",1007,"R",79,"R",815,"R",0,"R",0,"R",815,"R",758,"R",93,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",8
233408,"R",8,"R",8,"R",100,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
233426,"R",557,"R",640,"R",87,"R",508,"R",0,"R",0,"R",508,"R",427,"R",84,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
233480,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
233541,"R",438,"R",605,"R",72,"R",458,"R",3,"R",0,"R",455,"R",367,"R",81,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",10
233611,"R",330,"R",374,"R",88,"R",268,"R",73,"R",0,"R",195,"R",158,"R",81,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",16
233639,"R",236,"R",544,"R",43,"R",249,"R",0,"R",0,"R",249,"R",174,"R",70,"R",205,"R",0,"R",0,"R",205,"R",70,"R",34,"R",27
233648,"R",335,"R",514,"R",65,"R",402,"R",0,"R",0,"R",402,"R",253,"R",63,"R",76,"R",0,"R",0,"R",76,"R",25,"R",33,"R",26
233666,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",11,"R",100,"R",10,"Z",0,"Z",0,"R",10,"R",9,"R",90,"R",14
233684,"R",24,"R",1118,"R",2,"R",31,"R",0,"R",0,"R",31,"R",15,"R",48,"R",156,"R",0,"R",0,"R",156,"R",62,"R",40,"R",36
233718,"R",79,"R",126,"R",63,"R",134,"R",0,"R",0,"R",134,"R",97,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",5
233754,"R",739,"R",1981,"R",37,"R",815,"R",0,"R",0,"R",815,"R",491,"R",60,"R",678,"R",0,"R",0,"R",678,"R",271,"R",40,"R",21
233772,"R",2423,"R",5992,"R",40,"R",2443,"R",0,"R",0,"R",2443,"R",1492,"R",61,"R",1896,"R",0,"R",0,"R",1896,"R",721,"R",38,"R",22
233897,"R",257,"R",820,"R",31,"R",330,"Z",0,"Z",0,"R",330,"R",216,"R",65,"R",5,"Z",0,"Z",0,"R",5,"R",3,"R",60,"R",14
233903,"R",294,"R",523,"R",56,"R",346,"R",0,"R",0,"R",346,"R",217,"R",63,"R",93,"R",0,"R",0,"R",93,"R",37,"R",40,"R",17
233921,"R",6832,"R",7867,"R",87,"R",5864,"R",0,"R",0,"R",5864,"R",5456,"R",93,"R",8,"R",0,"R",0,"R",8,"R",5,"R",63,"R",14
233949,"R",795,"R",1546,"R",51,"R",866,"R",0,"R",0,"R",866,"R",554,"R",64,"R",379,"R",0,"R",0,"R",379,"R",183,"R",48,"R",25
234030,"R",4117,"R",6035,"R",68,"R",4139,"R",4,"R",0,"R",4135,"R",3423,"R",83,"R",11,"R",1,"R",0,"R",10,"R",4,"R",40,"R",18
234076,"R",3788,"R",4754,"R",80,"R",3682,"R",1,"R",0,"R",3681,"R",3552,"R",96,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",15
234085,"R",424,"R",478,"R",89,"R",454,"R",0,"R",0,"R",454,"R",396,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
234119,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",13,"R",76,"R",27,"R",0,"R",0,"R",27,"R",19,"R",70,"R",18
234137,"R",28,"R",47,"R",60,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
234155,"R",1083,"R",1446,"R",75,"R",1026,"Z",0,"Z",0,"R",1026,"R",732,"R",71,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",15
234164,"R",337,"R",441,"R",76,"R",365,"R",0,"R",0,"R",365,"R",191,"R",52,"R",6,"R",0,"R",0,"R",6,"R",1,"R",17,"R",16
234173,"R",423,"R",581,"R",73,"R",368,"Z",0,"Z",0,"R",368,"R",233,"R",63,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",12
234207,"R",471,"R",477,"R",99,"R",466,"R",0,"R",0,"R",466,"R",451,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
234359,"A",,"A",,"A",,"R",75,"R",0,"R",0,"R",75,"R",53,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
234377,"R",308,"R",575,"R",54,"R",334,"R",0,"R",0,"R",334,"R",220,"R",66,"R",123,"R",0,"R",0,"R",123,"R",53,"R",43,"R",25
234401,"A",,"A",,"A",,"N",11,"N",0,"N",0,"N",11,"N",6,"N",55,"A",,"A",,"A",,"A",,"A",,"A",,"N",15
234492,"R",66,"R",230,"R",29,"R",90,"Z",0,"Z",0,"R",90,"R",24,"R",27,"R",21,"Z",0,"Z",0,"R",21,"R",5,"R",24,"R",18
234650,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",8,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
234669,"R",812,"R",3044,"R",27,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",15
234696,"R",33,"R",783,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
234711,"R",300,"R",515,"R",58,"R",318,"Z",0,"Z",0,"R",318,"R",200,"R",63,"R",39,"Z",0,"Z",0,"R",39,"R",23,"R",59,"R",14
234827,"R",2103,"R",3962,"R",53,"R",1892,"R",0,"R",0,"R",1892,"R",1373,"R",73,"R",18,"R",0,"R",0,"R",18,"R",7,"R",39,"R",19
234845,"R",323,"R",814,"R",40,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",14
234915,"R",4,"R",366,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15,"R",0,"R",0,"R",15,"R",3,"R",20,"R",9
234924,"A",,"A",,"A",,"R",13,"R",0,"R",0,"R",13,"R",11,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
234933,"R",999,"R",2264,"R",44,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",13
234951,"R",241,"R",1099,"R",22,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",22
234979,"R",933,"R",1648,"R",57,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",18
235024,"R",177,"R",224,"R",79,"R",172,"R",0,"R",0,"R",172,"R",127,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
235088,"A",,"A",,"A",,"R",187,"Z",0,"Z",0,"R",187,"R",169,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
235097,"R",1615,"R",2866,"R",56,"R",1671,"R",0,"R",0,"R",1671,"R",1273,"R",76,"R",26,"R",0,"R",0,"R",26,"R",8,"R",31,"R",22
235103,"R",371,"R",1734,"R",21,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",13
235149,"R",724,"R",1838,"R",39,"R",733,"Z",0,"Z",0,"R",733,"R",497,"R",68,"R",413,"Z",0,"Z",0,"R",413,"R",231,"R",56,"R",15
235158,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",14,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
235167,"R",509,"R",1139,"R",45,"R",559,"R",1,"R",0,"R",558,"R",340,"R",61,"R",13,"R",0,"R",0,"R",13,"R",5,"R",38,"R",21
235237,"R",368,"R",1563,"R",24,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",16
235307,"A",,"A",,"A",,"R",20,"R",0,"R",0,"R",20,"R",15,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
235316,"R",1257,"R",1449,"R",87,"R",1270,"R",1,"R",0,"R",1269,"R",1194,"R",94,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",12
235334,"R",301,"R",538,"R",56,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",16
235343,"R",643,"R",1747,"R",37,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",12
235352,"A",,"A",,"A",,"R",23,"R",0,"R",0,"R",23,"R",16,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
235422,"R",107,"R",262,"R",41,"R",108,"R",0,"R",0,"R",108,"R",82,"R",76,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",6
235431,"R",435,"R",1449,"R",30,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",14
235501,"A",,"A",,"A",,"R",59,"R",0,"R",0,"R",59,"R",43,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
235547,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
235583,"A",,"A",,"A",,"R",29,"Z",0,"Z",0,"R",29,"R",18,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
235671,"R",201,"R",1241,"R",16,"R",158,"Z",0,"Z",0,"R",158,"R",103,"R",65,"R",33,"Z",0,"Z",0,"R",33,"R",20,"R",61,"R",20
235699,"R",133,"R",1153,"R",12,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",12
235750,"R",228,"R",792,"R",29,"R",205,"Z",0,"Z",0,"R",205,"R",125,"R",61,"R",84,"Z",0,"Z",0,"R",84,"R",33,"R",39,"R",14
