"","UNITID","XGRCOHRT","GRCOHRT","XUGENTER","UGENTERN","XPGRCOHR","PGRCOHRT","XRRFTCT","RRFTCT","XRRFTEX","RRFTEX","XRRFTIN","RRFTIN","XRRFTCTA","RRFTCTA","XRET_NMF","RET_NMF","XRET_PCF","RET_PCF","XRRPTCT","RRPTCT","XRRPTEX","RRPTEX","XRRPTIN","RRPTIN","XRRPTCTA","RRPTCTA","XRET_NMP","RET_NMP","XRET_PCP","RET_PCP","XSTUFACR","STUFACR","Year"
"17069",451042,"A",NA,"A",NA,"A",NA,"R",13,"R",0,"Z",0,"R",13,"R",12,"R",92,"R",21,"Z",0,"Z",0,"R",21,"R",20,"R",95,"R",10,2019
"17070",451051,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7,2019
"17071",451097,"A",NA,"A",NA,"A",NA,"R",24,"R",2,"R",0,"R",22,"R",18,"R",82,"R",14,"R",1,"R",0,"R",13,"R",10,"R",77,"R",12,2019
"17072",451103,"A",NA,"A",NA,"A",NA,"R",26,"R",0,"R",0,"R",26,"R",26,"R",100,"R",14,"R",0,"R",0,"R",14,"R",7,"R",50,"R",17,2019
"17073",451121,"A",NA,"A",NA,"A",NA,"R",7,"Z",0,"Z",0,"R",7,"R",7,"R",100,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",12,2019
"17074",451149,"A",NA,"A",NA,"A",NA,"R",25,"R",0,"R",0,"R",25,"R",24,"R",96,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2019
"17075",451158,"A",NA,"A",NA,"A",NA,"R",40,"Z",0,"Z",0,"R",40,"R",32,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",25,2019
"17076",451167,"A",NA,"A",NA,"A",NA,"R",9,"R",0,"R",0,"R",9,"R",9,"R",100,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13,2019
"17077",451194,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7,2019
"17078",451228,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2019
"17079",451237,"A",NA,"A",NA,"A",NA,"R",44,"R",0,"R",0,"R",44,"R",34,"R",77,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2019
"17080",451255,"A",NA,"A",NA,"A",NA,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",2,2019
"17081",451264,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2019
"17082",451282,"A",NA,"A",NA,"A",NA,"R",19,"R",0,"R",0,"R",19,"R",17,"R",89,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",16,2019
"17083",451291,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",5,2019
"17084",451307,"A",NA,"A",NA,"A",NA,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",20,2019
"17085",451316,"A",NA,"A",NA,"A",NA,"R",3,"R",0,"Z",0,"R",3,"R",2,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2019
"17086",451334,"A",NA,"A",NA,"A",NA,"R",77,"R",0,"R",0,"R",77,"R",64,"R",83,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2019
"17087",451343,"A",NA,"A",NA,"A",NA,"R",9,"R",0,"R",0,"R",9,"R",5,"R",56,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",19,2019
"17088",451352,"A",NA,"A",NA,"A",NA,"R",70,"R",0,"R",0,"R",70,"R",56,"R",80,"R",69,"R",0,"R",0,"R",69,"R",43,"R",62,"R",16,2019
"17089",451370,"R",8,"R",29,"R",28,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2019
"17090",451398,"R",53,"R",59,"R",90,"R",52,"R",0,"R",0,"R",52,"R",49,"R",94,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",23,2019
"17091",451404,"R",94,"R",164,"R",57,"R",102,"R",0,"R",0,"R",102,"R",64,"R",63,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",13,2019
"17092",451413,"A",NA,"A",NA,"A",NA,"R",23,"R",0,"R",0,"R",23,"R",23,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",5,2019
"17093",451459,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2019
"17094",451468,"A",NA,"A",NA,"A",NA,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2019
"17095",451477,"A",NA,"A",NA,"A",NA,"R",220,"R",1,"R",0,"R",219,"R",152,"R",69,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",30,2019
"17096",451495,"A",NA,"A",NA,"A",NA,"R",10,"Z",0,"Z",0,"R",10,"R",9,"R",90,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",22,2019
"17097",451501,"A",NA,"A",NA,"A",NA,"R",97,"R",0,"R",0,"R",97,"R",78,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2019
"17098",451529,"A",NA,"A",NA,"A",NA,"R",18,"R",0,"R",0,"R",18,"R",11,"R",61,"R",45,"R",0,"R",0,"R",45,"R",28,"R",62,"R",7,2019
"17099",451547,"A",NA,"A",NA,"A",NA,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",25,2019
"17100",451556,"R",213,"R",940,"R",23,"R",144,"R",0,"R",0,"R",144,"R",120,"R",83,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2019
"17101",451565,"A",NA,"A",NA,"A",NA,"R",24,"Z",0,"Z",0,"R",24,"R",16,"R",67,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",12,2019
"17102",451574,"A",NA,"A",NA,"A",NA,"R",19,"R",0,"R",0,"R",19,"R",17,"R",89,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2019
"17103",451583,"A",NA,"A",NA,"A",NA,"R",61,"R",1,"R",0,"R",60,"R",53,"R",88,"R",105,"R",1,"R",0,"R",104,"R",72,"R",69,"R",8,2019
"17104",451626,"A",NA,"A",NA,"A",NA,"R",54,"R",0,"R",0,"R",54,"R",36,"R",67,"R",14,"R",0,"R",0,"R",14,"R",13,"R",93,"R",9,2019
"17105",451635,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2019
"17106",451671,"R",79,"R",743,"R",11,"R",105,"R",0,"R",1,"R",106,"R",86,"R",81,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"R",12,2019
"17107",451714,"A",NA,"A",NA,"A",NA,"R",42,"Z",0,"Z",0,"R",42,"R",31,"R",74,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2019
"17108",451741,"R",66,"R",130,"R",51,"R",7,"Z",0,"Z",0,"R",7,"R",1,"R",14,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2019
"17109",451750,"R",187,"R",558,"R",34,"R",23,"R",0,"R",0,"R",23,"R",12,"R",52,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",16,2019
"17110",451820,"R",42,"R",77,"R",55,"R",40,"R",1,"R",0,"R",39,"R",20,"R",51,"R",16,"R",0,"R",0,"R",16,"R",3,"R",19,"R",10,2019
"17111",451857,"A",NA,"A",NA,"A",NA,"R",80,"Z",0,"Z",0,"R",80,"R",40,"R",50,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2019
"17112",451866,"A",NA,"A",NA,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11,2019
"17113",451918,"A",NA,"A",NA,"A",NA,"R",13,"R",0,"R",0,"R",13,"R",10,"R",77,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2019
"17114",451927,"R",65,"R",98,"R",66,"R",88,"R",0,"R",0,"R",88,"R",79,"R",90,"R",13,"R",0,"R",0,"R",13,"R",7,"R",54,"R",11,2019
"17115",452009,"A",NA,"A",NA,"A",NA,"R",16,"R",0,"R",0,"R",16,"R",14,"R",88,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2019
"17116",452072,"A",NA,"A",NA,"A",NA,"R",35,"R",0,"R",0,"R",35,"R",29,"R",83,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2019
"17117",452081,"A",NA,"A",NA,"A",NA,"R",108,"R",0,"R",0,"R",108,"R",68,"R",63,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",33,2019
"17118",452106,"A",NA,"A",NA,"A",NA,"R",38,"R",0,"R",0,"R",38,"R",34,"R",89,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2019
"17119",452124,"A",NA,"A",NA,"A",NA,"R",47,"Z",0,"Z",0,"R",47,"R",31,"R",66,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",18,2019
"17120",452373,"R",15,"R",35,"R",43,"R",18,"R",0,"R",0,"R",18,"R",12,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2019
"17121",452771,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2019
"17122",452780,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2019
"17123",452887,"A",NA,"A",NA,"A",NA,"R",29,"R",0,"R",0,"R",29,"R",26,"R",90,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16,2019
"17124",452948,"A",NA,"A",NA,"A",NA,"R",11,"Z",0,"Z",0,"R",11,"R",7,"R",64,"R",2,"Z",0,"Z",0,"R",2,"R",1,"R",50,"R",14,2019
"17125",453163,"R",3,"R",2116,"R",0,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",453,"R",0,"R",0,"R",453,"R",169,"R",37,"R",86,2019
"17126",453215,"R",3,"R",262,"R",1,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",72,"R",0,"R",0,"R",72,"R",25,"R",35,"R",69,2019
"17127",453297,"A",NA,"A",NA,"A",NA,"R",9,"R",0,"R",0,"R",9,"R",7,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",4,2019
"17128",453756,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2019
"17129",453792,"A",NA,"A",NA,"A",NA,"R",14,"R",0,"R",0,"R",14,"R",11,"R",79,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2019
"17130",454184,"R",123,"R",187,"R",66,"R",143,"R",0,"R",0,"R",143,"R",112,"R",78,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",13,2019
"17131",454227,"R",20,"R",5641,"R",0,"R",24,"R",0,"R",0,"R",24,"R",16,"R",67,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",19,2019
"17132",454236,"R",11,"R",236,"R",5,"R",7,"R",0,"R",0,"R",7,"R",4,"R",57,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",8,2019
"17133",454245,"R",5,"R",199,"R",3,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",8,2019
"17134",454306,"A",NA,"A",NA,"A",NA,"R",20,"R",0,"R",0,"R",20,"R",16,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",17,2019
"17135",454458,"A",NA,"A",NA,"A",NA,"R",27,"R",0,"R",0,"R",27,"R",21,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",4,2019
"17136",454537,"A",NA,"A",NA,"A",NA,"R",30,"R",0,"R",0,"R",30,"R",26,"R",87,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8,2019
"17137",454546,"A",NA,"A",NA,"A",NA,"R",18,"R",0,"R",0,"R",18,"R",8,"R",44,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2019
"17138",454555,"A",NA,"A",NA,"A",NA,"R",36,"R",0,"R",0,"R",36,"R",20,"R",56,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",17,2019
"17139",454573,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2019
"17140",454582,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",2,2019
"17141",454607,"A",NA,"A",NA,"A",NA,"R",32,"Z",0,"Z",0,"R",32,"R",26,"R",81,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2019
"17142",454616,"R",41,"R",90,"R",46,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",9,2019
"17143",454652,"A",NA,"A",NA,"A",NA,"R",21,"R",0,"R",0,"R",21,"R",17,"R",81,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2019
"17144",454689,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2019
"17145",454698,"A",NA,"A",NA,"A",NA,"R",81,"R",0,"R",0,"R",81,"R",64,"R",79,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2019
"17146",454722,"A",NA,"A",NA,"A",NA,"R",6,"Z",0,"Z",0,"R",6,"R",5,"R",83,"R",4,"Z",0,"Z",0,"R",4,"R",2,"R",50,"R",25,2019
"17147",454759,"A",NA,"A",NA,"A",NA,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",15,2019
"17148",454768,"A",NA,"A",NA,"A",NA,"R",17,"Z",0,"Z",0,"R",17,"R",14,"R",82,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",18,2019
"17149",454777,"A",NA,"A",NA,"A",NA,"R",18,"R",0,"R",0,"R",18,"R",16,"R",89,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",14,2019
"17150",454786,"A",NA,"A",NA,"A",NA,"R",12,"R",0,"R",0,"R",12,"R",11,"R",92,"R",82,"R",0,"R",0,"R",82,"R",68,"R",83,"R",14,2019
"17151",454795,"A",NA,"A",NA,"A",NA,"R",42,"R",0,"R",0,"R",42,"R",37,"R",88,"R",9,"R",0,"R",0,"R",9,"R",7,"R",78,"R",40,2019
"17152",454801,"A",NA,"A",NA,"A",NA,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2019
"17153",454810,"A",NA,"A",NA,"A",NA,"R",435,"R",0,"R",0,"R",435,"R",249,"R",57,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",49,2019
"17154",454829,"A",NA,"A",NA,"A",NA,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",8,"Z",0,"Z",0,"R",8,"R",6,"R",75,"R",10,2019
"17155",454847,"A",NA,"A",NA,"A",NA,"R",24,"R",0,"R",0,"R",24,"R",23,"R",96,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11,2019
"17156",454856,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16,2019
"17157",454865,"R",41,"R",164,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2019
"17158",454874,"A",NA,"A",NA,"A",NA,"R",28,"R",0,"R",0,"R",28,"R",25,"R",89,"R",19,"R",0,"R",0,"R",19,"R",15,"R",79,"R",8,2019
"17159",454917,"A",NA,"A",NA,"A",NA,"R",6,"R",0,"R",0,"R",6,"R",6,"R",100,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",15,2019
"17160",454926,"A",NA,"A",NA,"A",NA,"R",36,"Z",0,"Z",0,"R",36,"R",24,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2019
"17161",454935,"A",NA,"A",NA,"A",NA,"R",15,"R",0,"R",0,"R",15,"R",9,"R",60,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7,2019
"17162",454944,"A",NA,"A",NA,"A",NA,"R",17,"R",0,"R",0,"R",17,"R",14,"R",82,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2019
"17163",454953,"A",NA,"A",NA,"A",NA,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"R",10,2019
"17164",454962,"A",NA,"A",NA,"A",NA,"R",12,"R",0,"R",0,"R",12,"R",10,"R",83,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",9,2019
"17165",454971,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",9,2019
"17166",454980,"A",NA,"A",NA,"A",NA,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",5,2019
"17167",454999,"A",NA,"A",NA,"A",NA,"R",28,"R",0,"R",0,"R",28,"R",13,"R",46,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",8,2019
"17168",455008,"A",NA,"A",NA,"A",NA,"R",24,"R",0,"R",0,"R",24,"R",17,"R",71,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",14,2019
"17169",455026,"A",NA,"A",NA,"A",NA,"R",28,"R",0,"R",0,"R",28,"R",22,"R",79,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",6,2019
"17170",455062,"A",NA,"A",NA,"A",NA,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",17,2019
"17171",455071,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",24,2019
"17172",455080,"A",NA,"A",NA,"A",NA,"R",44,"Z",0,"Z",0,"R",44,"R",30,"R",68,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2019
"17173",455105,"A",NA,"A",NA,"A",NA,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2019
"17174",455114,"R",984,"R",4578,"R",21,"R",762,"R",1,"R",0,"R",761,"R",463,"R",61,"R",679,"R",0,"R",0,"R",679,"R",291,"R",43,"R",22,2019
"17175",455141,"A",NA,"A",NA,"A",NA,"R",47,"R",0,"R",0,"R",47,"R",38,"R",81,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2019
"17176",455187,"A",NA,"A",NA,"A",NA,"R",18,"R",0,"R",0,"R",18,"R",13,"R",72,"R",54,"R",0,"R",0,"R",54,"R",48,"R",89,"R",20,2019
"17177",455196,"A",NA,"A",NA,"A",NA,"R",62,"R",0,"R",0,"R",62,"R",46,"R",74,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",23,2019
"17178",455202,"A",NA,"A",NA,"A",NA,"R",29,"R",0,"R",0,"R",29,"R",24,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15,2019
"17179",455211,"A",NA,"A",NA,"A",NA,"R",31,"R",0,"R",0,"R",31,"R",25,"R",81,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2019
"17180",455220,"A",NA,"A",NA,"A",NA,"R",37,"R",0,"R",0,"R",37,"R",15,"R",41,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2019
"17181",455239,"A",NA,"A",NA,"A",NA,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",8,2019
"17182",455257,"R",90,"R",130,"R",69,"R",80,"R",0,"R",0,"R",80,"R",75,"R",94,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",38,2019
"17183",455275,"A",NA,"A",NA,"A",NA,"R",61,"R",0,"R",0,"R",61,"R",35,"R",57,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2019
"17184",455284,"A",NA,"A",NA,"A",NA,"R",11,"Z",0,"Z",0,"R",11,"R",9,"R",82,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",14,2019
"17185",455327,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11,2019
"17186",455336,"A",NA,"A",NA,"A",NA,"R",67,"R",0,"R",0,"R",67,"R",24,"R",36,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2019
"17187",455354,"A",NA,"A",NA,"A",NA,"R",37,"Z",0,"Z",0,"R",37,"R",35,"R",95,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2019
"17188",455381,"A",NA,"A",NA,"A",NA,"R",25,"R",0,"R",0,"R",25,"R",21,"R",84,"R",17,"R",0,"R",0,"R",17,"R",15,"R",88,"R",10,2019
"17189",455460,"A",NA,"A",NA,"A",NA,"R",27,"Z",0,"Z",0,"R",27,"R",17,"R",63,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",26,2019
"17190",455479,"A",NA,"A",NA,"A",NA,"R",38,"Z",0,"Z",0,"R",38,"R",24,"R",63,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",14,2019
"17191",455488,"A",NA,"A",NA,"A",NA,"R",70,"Z",0,"Z",0,"R",70,"R",35,"R",50,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",35,2019
"17192",455512,"R",395,"R",932,"R",42,"R",345,"R",0,"R",0,"R",345,"R",254,"R",74,"R",213,"R",0,"R",0,"R",213,"R",93,"R",44,"R",18,2019
"17193",455558,"A",NA,"A",NA,"A",NA,"R",34,"R",0,"R",0,"R",34,"R",17,"R",50,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16,2019
"17194",455628,"A",NA,"A",NA,"A",NA,"R",52,"Z",0,"Z",0,"R",52,"R",32,"R",62,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2019
"17195",455664,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",5,2019
"17196",455707,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2019
"17197",455725,"A",NA,"A",NA,"A",NA,"R",222,"R",0,"R",0,"R",222,"R",176,"R",79,"R",49,"R",0,"R",0,"R",49,"R",33,"R",67,"R",11,2019
"17198",455734,"A",NA,"A",NA,"A",NA,"R",36,"Z",0,"Z",0,"R",36,"R",28,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2019
"17199",455761,"A",NA,"A",NA,"A",NA,"R",24,"Z",0,"Z",0,"R",24,"R",21,"R",88,"R",13,"Z",0,"Z",0,"R",13,"R",8,"R",62,"R",14,2019
"17200",455770,"R",35,"R",59,"R",59,"R",35,"R",0,"R",0,"R",35,"R",19,"R",54,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2019
"17201",455798,"A",NA,"A",NA,"A",NA,"R",24,"R",0,"R",0,"R",24,"R",19,"R",79,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"R",12,2019
"17202",455831,"A",NA,"A",NA,"A",NA,"R",131,"R",0,"R",0,"R",131,"R",108,"R",82,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2019
"17203",455840,"A",NA,"A",NA,"A",NA,"R",28,"R",0,"R",0,"R",28,"R",16,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",5,2019
"17204",455859,"A",NA,"A",NA,"A",NA,"R",49,"R",0,"R",0,"R",49,"R",37,"R",76,"R",9,"R",0,"R",0,"R",9,"R",8,"R",89,"R",19,2019
"17205",455868,"A",NA,"A",NA,"A",NA,"R",52,"R",0,"R",0,"R",52,"R",40,"R",77,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",22,2019
"17206",455877,"A",NA,"A",NA,"A",NA,"R",40,"R",0,"R",0,"R",40,"R",33,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10,2019
"17207",455886,"A",NA,"A",NA,"A",NA,"R",17,"R",0,"R",0,"R",17,"R",14,"R",82,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",8,2019
"17208",455895,"A",NA,"A",NA,"A",NA,"R",13,"R",0,"R",0,"R",13,"R",6,"R",46,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",11,2019
"17209",455901,"A",NA,"A",NA,"A",NA,"R",29,"Z",0,"Z",0,"R",29,"R",22,"R",76,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2019
